Track,Artist,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Tag,predicted_Tag
Lost,AKKI (DE),0.000993,0.596,0.971,0.856,2.0,0.0825,-5.061,0.0,0.0515,135.994,4.0,0.156,Andrea,Andrea
"Dolly Suite, Op. 56: I. Berceuse",Gabriel Fauré,0.995,0.37,0.0076,0.91,4.0,0.0864,-33.663,1.0,0.0384,62.668,4.0,0.278,Laura,Laura
Legends,Juice WRLD,0.115,0.594,0.798,0.0,4.0,0.143,-5.244,1.0,0.0844,142.049,4.0,0.381,Giuliana,Gianluca
Ima Boss (feat. Rick Ross),Meek Mill,0.0415,0.37,0.87,0.0,5.0,0.604,-2.09,1.0,0.271,79.092,4.0,0.331,Giuliana,Giuliana
Glock In My Lap,21 Savage,0.00574,0.847,0.733,1.04e-05,10.0,0.151,-6.439,0.0,0.16,130.029,4.0,0.202,Giuliana,Giuliana
"Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major",Franz Liszt,0.991,0.343,0.0342,0.92,8.0,0.1,-25.591,1.0,0.0406,60.228,3.0,0.0378,Laura,Laura
Mama,My Chemical Romance,0.0136,0.236,0.799,0.0,4.0,0.0948,-5.167,0.0,0.0939,208.951,4.0,0.303,Erika,Erika
Gigantic - Remastered,Pixies,0.00299,0.39,0.694,0.304,7.0,0.0757,-11.783,1.0,0.0399,115.197,4.0,0.795,Erika,Erika
Music (feat. Marvin Gaye),Erick Sermon,0.187,0.897,0.466,1.35e-06,10.0,0.0757,-9.053,0.0,0.203,100.01,4.0,0.884,Giuliana,Giuliana
Xerces,Deftones,0.000598,0.547,0.736,0.25,7.0,0.469,-5.267,0.0,0.0346,120.041,4.0,0.252,Erika,Gianluca
Nice For What,Drake,0.0891,0.585,0.909,9.7e-05,8.0,0.119,-6.474,1.0,0.0707,93.372,4.0,0.758,Giuliana,Erika
Down In It,Nine Inch Nails,0.000352,0.637,0.709,0.715,4.0,0.146,-11.837,0.0,0.117,103.993,4.0,0.442,Erika,Giuliana
Twist,Korn,0.395,0.558,0.989,9.81e-05,1.0,0.375,-5.041,0.0,0.158,83.071,4.0,0.635,Erika,Erika
The Thrill,Wiz Khalifa,0.277,0.817,0.775,0.0,10.0,0.108,-4.767,0.0,0.108,126.984,4.0,0.806,Giuliana,Gianluca
"New Person, Same Old Mistakes",Tame Impala,0.272,0.47,0.809,0.00671,8.0,0.0491,-6.74,1.0,0.0495,151.836,4.0,0.49,Erika,Erika
"GRAVITY (FEAT. TYLER, THE CREATOR)",Brent Faiyaz,0.167,0.541,0.619,0.00633,1.0,0.144,-8.746,0.0,0.254,163.908,4.0,0.491,Giuliana,Giuliana
Satellites,Kevin Gates,0.0453,0.711,0.887,0.0,10.0,0.164,-3.887,0.0,0.128,140.02,4.0,0.77,Giuliana,Gianluca
Intergalactic - Remastered 2009,Beastie Boys,0.022,0.734,0.864,9.85e-06,2.0,0.246,-6.119,1.0,0.303,105.932,4.0,0.47,Erika,Giuliana
Weak And Powerless,A Perfect Circle,0.000172,0.483,0.841,0.861,1.0,0.108,-7.494,0.0,0.0523,159.747,3.0,0.13,Erika,Erika
The Phoenix,Fall Out Boy,0.000539,0.562,0.964,1.57e-06,4.0,0.579,-2.991,0.0,0.072,138.063,4.0,0.41,Erika,Erika
Saranghae,Julia Thomsen,0.843,0.258,0.248,0.279,7.0,0.0917,-15.148,1.0,0.0291,81.075,4.0,0.31,Laura,Laura
Chopin Waltz B Minor. Op.69 No.2,Frédéric Chopin,0.99,0.276,0.113,0.892,11.0,0.206,-19.746,0.0,0.0375,163.547,3.0,0.13,Laura,Laura
"The Trolley Song - ""Meet Me In St. Louis"" Original Cast Recording",Judy Garland,0.766,0.576,0.436,0.0,9.0,0.359,-10.428,1.0,0.0531,143.717,4.0,0.659,Laura,Giuliana
"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",A$AP Rocky,0.00996,0.394,0.661,0.0,4.0,0.343,-8.684,1.0,0.192,149.818,4.0,0.335,Giuliana,Giuliana
Yeah 3x,Chris Brown,0.000369,0.705,0.882,1.16e-06,11.0,0.0934,-3.201,0.0,0.0445,130.0,4.0,0.7,Giuliana,Gianluca
(It Goes Like) Nanana,Lieless,0.00795,0.67,0.881,0.313,10.0,0.0939,-3.999,0.0,0.111,174.978,4.0,0.597,Andrea,Andrea
Ven Bailalo - Reggaeton Mix,Angel Y Khriz,0.0606,0.675,0.919,0.00653,11.0,0.103,-6.075,0.0,0.0366,97.018,4.0,0.726,Gianluca,Erika
Work It,Missy Elliott,0.0778,0.884,0.677,0.0,1.0,0.0732,-5.603,1.0,0.283,101.868,4.0,0.584,Giuliana,Giuliana
Green Valley,Mantrick,0.666,0.564,0.331,0.774,6.0,0.388,-14.711,1.0,0.0581,176.058,3.0,0.4,Laura,Laura
Diamond Eyes,Deftones,0.000109,0.331,0.845,0.000212,8.0,0.0758,-4.876,1.0,0.0551,153.484,3.0,0.468,Erika,Erika
Rhinestone Eyes,Gorillaz,0.0869,0.676,0.703,0.000687,8.0,0.0463,-5.815,0.0,0.0302,92.761,4.0,0.852,Erika,Erika
HONEST,Baby Keem,0.403,0.676,0.536,3.37e-05,2.0,0.105,-8.79,1.0,0.0432,79.037,4.0,0.373,Giuliana,Giuliana
Paranoid Android,Radiohead,0.0377,0.251,0.848,0.00591,5.0,0.0545,-6.501,1.0,0.0579,163.709,4.0,0.207,Erika,Erika
Breezeblocks,alt-J,0.096,0.615,0.658,0.000911,5.0,0.205,-7.299,1.0,0.0343,150.093,4.0,0.293,Erika,Andrea
Punchline,Patrik Berg,0.000473,0.686,0.926,0.624,1.0,0.568,-6.627,1.0,0.0469,141.976,4.0,0.0391,Andrea,Andrea
Synthese,Drumcomplex,0.000117,0.792,0.913,0.861,11.0,0.117,-7.434,0.0,0.0461,131.008,4.0,0.288,Andrea,Andrea
Wishing Well,Juice WRLD,0.00336,0.65,0.613,0.0,9.0,0.267,-6.13,0.0,0.128,149.972,4.0,0.0804,Giuliana,Giuliana
A Tout Le Monde - Remastered 2004,Megadeth,0.000393,0.272,0.747,4.03e-05,5.0,0.16,-4.86,0.0,0.0401,202.777,4.0,0.255,Erika,Erika
Amanda,Boston,0.32,0.449,0.424,1.69e-06,7.0,0.107,-14.06,1.0,0.0323,125.494,4.0,0.259,Erika,Erika
Don't Look Back In Anger - Remastered,Oasis,0.0665,0.328,0.936,2.61e-06,0.0,0.165,-3.254,1.0,0.0628,162.97,4.0,0.31,Erika,Erika
"Tonight, Tonight - Remastered 2012",The Smashing Pumpkins,6.28e-05,0.277,0.67,0.751,6.0,0.237,-9.381,1.0,0.0376,148.342,4.0,0.217,Erika,Erika
Sleepwalking,Bring Me The Horizon,0.000187,0.4,0.959,4.21e-06,2.0,0.231,-3.258,0.0,0.103,149.062,4.0,0.339,Erika,Erika
By Myself,Linkin Park,0.0171,0.544,0.935,0.00301,6.0,0.297,-4.159,0.0,0.173,103.026,4.0,0.339,Erika,Erika
Donde Estan las Gatas,Alex Gargolas,0.246,0.827,0.788,0.0,7.0,0.0764,-11.937,0.0,0.0831,109.933,4.0,0.815,Gianluca,Giuliana
Toxicity,System Of A Down,0.000264,0.413,0.873,0.00249,8.0,0.204,-4.151,1.0,0.0536,116.68,3.0,0.48,Erika,Erika
"Bitch, Don’t Kill My Vibe",Kendrick Lamar,0.0152,0.587,0.698,0.0,1.0,0.442,-8.948,1.0,0.0943,133.954,4.0,0.0985,Giuliana,Giuliana
It's So Easy,Guns N' Roses,0.0207,0.387,0.989,1.12e-05,8.0,0.126,-6.182,1.0,0.163,150.763,4.0,0.216,Erika,Erika
Rock Bottom,Eminem,0.096,0.859,0.642,0.00927,6.0,0.21,-3.068,1.0,0.13,92.055,4.0,0.353,Giuliana,Gianluca
West Savannah (feat. SZA),Isaiah Rashad,0.13,0.652,0.906,0.0681,9.0,0.504,-4.032,1.0,0.161,125.103,4.0,0.559,Giuliana,Andrea
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",Metro Boomin,0.0408,0.599,0.526,0.00256,9.0,0.209,-7.812,0.0,0.0385,90.018,4.0,0.134,Giuliana,Andrea
PLEBADA,El Alfa,0.283,0.847,0.988,0.000942,9.0,0.345,-0.517,1.0,0.103,115.057,4.0,0.699,Gianluca,Giuliana
Roulette,System Of A Down,0.552,0.474,0.477,0.00729,5.0,0.133,-7.528,0.0,0.0266,129.014,4.0,0.227,Erika,Erika
Bitch Please II,Eminem,0.0783,0.918,0.586,0.0,1.0,0.145,-2.89,1.0,0.133,95.517,4.0,0.779,Giuliana,Giuliana
Fireman - Main,Lil Wayne,0.0109,0.682,0.723,0.0,1.0,0.406,-4.628,1.0,0.211,80.634,4.0,0.364,Giuliana,Giuliana
The Obvious Child,Paul Simon,0.576,0.523,0.717,0.00177,8.0,0.028,-11.611,1.0,0.0483,92.593,4.0,0.969,Erika,Erika
Don't Cry,J Dilla,0.054,0.23,0.772,0.000138,1.0,0.644,-6.349,1.0,0.342,173.377,5.0,0.589,Giuliana,Giuliana
Time To Move On,Tom Petty,0.0836,0.613,0.716,0.000381,2.0,0.105,-9.365,1.0,0.0261,112.588,4.0,0.507,Erika,Erika
A Letter to Elise,The Cure,0.16,0.528,0.592,0.000916,9.0,0.223,-13.59,1.0,0.0321,150.187,4.0,0.728,Erika,Erika
Little Lies - 2017 Remaster,Fleetwood Mac,0.216,0.64,0.649,8.3e-05,2.0,0.0551,-10.345,1.0,0.0264,124.825,4.0,0.865,Erika,Erika
Shot in the Dark,Ozzy Osbourne,0.00835,0.581,0.791,6.02e-05,6.0,0.142,-7.262,1.0,0.0324,123.887,3.0,0.619,Erika,Erika
Chicago Freestyle (feat. Giveon),Drake,0.629,0.735,0.449,0.0,10.0,0.113,-7.507,1.0,0.347,122.947,4.0,0.0397,Giuliana,Giuliana
TIL FURTHER NOTICE (feat. James Blake & 21 Savage),Travis Scott,0.174,0.65,0.659,0.00772,3.0,0.126,-6.522,0.0,0.123,76.985,4.0,0.154,Giuliana,Gianluca
Air Force Ones,Nelly,0.0847,0.784,0.459,0.0,4.0,0.079,-9.74,0.0,0.317,164.062,4.0,0.618,Giuliana,Giuliana
Somebody Told Me,The Killers,9.04e-05,0.497,0.97,0.000674,10.0,0.101,-4.851,0.0,0.0836,138.081,4.0,0.689,Erika,Erika
Pressure,Paramore,0.00166,0.509,0.887,7.98e-06,2.0,0.0994,-3.785,1.0,0.0958,161.99,4.0,0.661,Erika,Erika
Ratha Be Ya Nigga (ft. Richie Rich),2Pac,0.204,0.684,0.555,0.0,2.0,0.725,-5.573,1.0,0.292,84.754,4.0,0.553,Giuliana,Giuliana
You Make My Dreams (Come True),Daryl Hall & John Oates,0.13,0.749,0.484,0.137,5.0,0.0486,-9.944,1.0,0.0484,167.084,4.0,0.939,Erika,Gianluca
The Resistance,Drake,0.822,0.547,0.741,0.0,0.0,0.117,-8.127,1.0,0.163,82.589,4.0,0.637,Giuliana,Giuliana
Your Wildest Dreams,The Moody Blues,0.289,0.534,0.582,0.0338,7.0,0.283,-15.997,1.0,0.0374,141.362,4.0,0.653,Erika,Andrea
The Hills - Techno Remix,Hyper Hamster,0.211,0.68,0.589,8.94e-06,8.0,0.106,-9.474,1.0,0.245,154.801,4.0,0.596,Andrea,Giuliana
Hustler Musik,Lil Wayne,0.362,0.661,0.746,0.0,8.0,0.454,-2.223,0.0,0.25,83.935,4.0,0.678,Giuliana,Gianluca
No. 1 Party Anthem,Arctic Monkeys,0.33,0.505,0.698,0.0887,0.0,0.0966,-5.563,1.0,0.0297,115.013,4.0,0.599,Erika,Erika
Elderly Woman Behind the Counter in a Small Town - Remastered,Pearl Jam,0.0519,0.281,0.493,9.15e-06,7.0,0.101,-9.461,1.0,0.0284,60.772,4.0,0.167,Erika,Laura
Country Grammar (Hot Shit),Nelly,0.00689,0.865,0.664,0.0,2.0,0.142,-6.822,1.0,0.108,162.831,4.0,0.565,Giuliana,Gianluca
Please Me,Cardi B,0.0642,0.747,0.57,0.0,1.0,0.0832,-6.711,1.0,0.081,133.992,4.0,0.65,Giuliana,Giuliana
Tumblr Girls (feat. Christoph Andersson),G-Eazy,0.101,0.49,0.373,0.000105,8.0,0.128,-9.762,1.0,0.26,121.889,4.0,0.346,Giuliana,Giuliana
Bother,Stone Sour,0.388,0.272,0.281,2.29e-05,1.0,0.158,-7.634,1.0,0.0287,89.914,4.0,0.141,Erika,Erika
Business,Eminem,0.0325,0.901,0.813,1.09e-05,7.0,0.144,-4.509,1.0,0.199,96.442,4.0,0.502,Giuliana,Giuliana
Take The Power Back,Rage Against The Machine,0.0728,0.62,0.912,7.15e-05,1.0,0.249,-4.011,1.0,0.221,106.236,4.0,0.291,Erika,Giuliana
"Sugar, We're Goin Down",Fall Out Boy,0.00579,0.494,0.842,0.0,7.0,0.122,-4.784,1.0,0.0843,162.011,4.0,0.574,Erika,Erika
Down Rodeo,Rage Against The Machine,0.00535,0.427,0.867,0.000846,7.0,0.0785,-9.077,1.0,0.128,170.256,4.0,0.56,Erika,Erika
Hate Me Now (feat. Diddy),Nas,0.00583,0.678,0.77,0.0,9.0,0.109,-4.399,0.0,0.222,90.0,4.0,0.412,Giuliana,Giuliana
Kim,Eminem,0.0216,0.587,0.923,0.0,4.0,0.481,-3.05,0.0,0.441,142.075,4.0,0.0778,Giuliana,Andrea
Sunday,The Cranberries,0.0614,0.329,0.565,1.97e-05,0.0,0.126,-13.103,1.0,0.0335,108.877,4.0,0.166,Erika,Erika
Laugh Now Cry Later (feat. Lil Durk),Drake,0.244,0.761,0.518,3.47e-05,0.0,0.107,-8.871,1.0,0.134,133.976,4.0,0.522,Giuliana,Giuliana
No More Sorrow,Linkin Park,0.00316,0.571,0.934,6.21e-06,3.0,0.197,-4.22,0.0,0.0531,132.594,4.0,0.409,Erika,Erika
Time Rolls By,Blu Lite,0.993,0.233,0.0139,0.96,4.0,0.109,-27.024,1.0,0.056,160.79,3.0,0.134,Laura,Laura
Back Against the Wall,Cage The Elephant,0.000643,0.598,0.743,0.0,1.0,0.112,-6.163,1.0,0.0305,110.334,4.0,0.534,Erika,Erika
Sweet Dreams (Are Made Of This),Marilyn Manson,0.0039,0.222,0.664,0.65,0.0,0.239,-5.242,0.0,0.0379,186.044,4.0,0.101,Erika,Laura
Crossfire,Stevie Ray Vaughan,0.134,0.477,0.6,0.00478,8.0,0.0416,-11.833,1.0,0.0348,115.925,4.0,0.921,Erika,Erika
Janfry,Spartaque,7.72e-05,0.692,0.992,0.475,1.0,0.333,-3.923,1.0,0.0475,138.001,4.0,0.0768,Andrea,Andrea
I'd Rather Fuck You,N.W.A.,0.0257,0.466,0.793,0.0,11.0,0.11,-6.945,0.0,0.164,163.981,4.0,0.661,Giuliana,Giuliana
Love Shack - Edit,The B-52's,0.142,0.701,0.792,1.28e-06,7.0,0.764,-8.644,0.0,0.0549,133.451,4.0,0.9,Erika,Laura
Money For Nothing (Single Edit) - 2022 Remaster,Dire Straits,0.0681,0.672,0.813,7.53e-06,2.0,0.1,-6.142,0.0,0.0378,134.239,4.0,0.814,Erika,Erika
We Want Some Techno,TIWEA,0.0201,0.726,0.964,0.767,8.0,0.083,-4.841,0.0,0.0497,130.003,4.0,0.306,Andrea,Andrea
Need You Tonight,INXS,0.0713,0.801,0.723,0.154,10.0,0.0675,-4.985,0.0,0.0689,109.03,4.0,0.883,Erika,Gianluca
Shortie Like Mine (feat. Chris Brown & Johntá Austin),Bow Wow,0.0745,0.758,0.642,0.0,7.0,0.191,-8.128,0.0,0.221,142.078,4.0,0.701,Giuliana,Andrea
Victory (feat. The Notorious B.I.G. & Busta Rhymes),Diddy,0.397,0.609,0.731,0.0,9.0,0.664,-6.846,1.0,0.322,91.778,4.0,0.685,Giuliana,Giuliana
Jigsaw Falling Into Place,Radiohead,0.108,0.462,0.832,0.00416,11.0,0.0741,-6.085,0.0,0.0479,165.653,4.0,0.807,Erika,Erika
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0.556,0.76,0.479,0.0,2.0,0.0703,-5.574,1.0,0.0466,89.911,4.0,0.913,Giuliana,Gianluca
Lights,Journey,0.113,0.189,0.617,0.00197,7.0,0.312,-7.665,1.0,0.0464,204.641,3.0,0.384,Erika,Giuliana
The Spins,Mac Miller,0.0135,0.794,0.766,0.0,9.0,0.0785,-3.894,0.0,0.0377,127.006,4.0,0.55,Giuliana,Gianluca
Taking A Walk,Trippie Redd,0.68,0.767,0.538,0.0,0.0,0.192,-6.044,0.0,0.052,81.031,4.0,0.343,Giuliana,Giuliana
Orange Crush - Remastered 2013,R.E.M.,0.000613,0.568,0.701,0.00258,9.0,0.17,-10.453,1.0,0.04,120.678,4.0,0.638,Erika,Erika
"Endless, Nameless",Nirvana,0.000256,0.271,0.959,0.854,7.0,0.0858,-5.866,1.0,0.125,131.846,4.0,0.0642,Erika,Andrea
Would You? (for Debbie Reynolds),Betty Noyes,0.947,0.216,0.208,1.58e-06,8.0,0.309,-13.281,1.0,0.0347,90.745,4.0,0.164,Laura,Laura
One Step Up,Bruce Springsteen,0.0546,0.527,0.381,0.00965,10.0,0.0842,-17.408,1.0,0.0299,150.162,4.0,0.295,Erika,Erika
Chin Check,N.W.A.,0.0831,0.906,0.775,2.74e-05,2.0,0.15,-5.775,1.0,0.268,100.054,4.0,0.838,Giuliana,Giuliana
No Sleep,Wiz Khalifa,0.109,0.653,0.711,0.0,9.0,0.443,-6.454,1.0,0.0623,160.048,4.0,0.769,Giuliana,Laura
Shoop,Salt-N-Pepa,0.0915,0.939,0.675,0.0,0.0,0.0565,-7.232,1.0,0.211,96.918,4.0,0.795,Giuliana,Gianluca
Please Please Please Let Me Get What I Want - 2005 Remaster,Deftones,4.02e-06,0.111,0.843,0.409,2.0,0.136,-4.645,1.0,0.0613,190.747,3.0,0.149,Erika,Laura
Sea Energise,Julia Thomsen,0.978,0.269,0.116,0.0954,9.0,0.0981,-16.312,1.0,0.0333,97.703,3.0,0.089,Laura,Laura
Go DJ,Lil Wayne,0.0617,0.736,0.792,0.0,6.0,0.223,-3.137,1.0,0.146,157.955,4.0,0.699,Giuliana,Gianluca
Eazy-Duz-It,Eazy-E,0.0768,0.827,0.728,0.0,2.0,0.237,-3.912,1.0,0.307,90.872,4.0,0.692,Giuliana,Giuliana
Damn It Feels Good to Be a Gangsta,Geto Boys,0.22,0.785,0.793,0.718,1.0,0.124,-7.915,1.0,0.163,88.902,4.0,0.655,Giuliana,Andrea
Faithfully,Journey,0.26,0.398,0.555,0.0,11.0,0.096,-7.765,1.0,0.0289,129.397,4.0,0.289,Erika,Erika
I Disappear,Metallica,0.000206,0.534,0.929,5.58e-05,1.0,0.036,-3.609,1.0,0.047,122.733,4.0,0.447,Erika,Erika
Twilight Journey,H.1,0.91,0.684,0.13,0.946,1.0,0.105,-17.707,1.0,0.0333,132.003,4.0,0.267,Laura,Erika
Livin' On A Prayer,Bon Jovi,0.0778,0.532,0.887,0.000214,0.0,0.294,-3.757,1.0,0.0335,122.511,4.0,0.795,Erika,Erika
Sorrows,Bryson Tiller,0.148,0.633,0.793,0.0,5.0,0.867,-6.847,0.0,0.182,109.093,4.0,0.761,Giuliana,Laura
Yer So Bad,Tom Petty,0.00771,0.569,0.55,0.0,7.0,0.179,-12.859,1.0,0.0275,90.454,4.0,0.746,Erika,Erika
Dope Man,N.W.A.,0.0288,0.773,0.735,0.0,11.0,0.19,-9.461,0.0,0.305,176.415,4.0,0.818,Giuliana,Giuliana
Dragula,Rob Zombie,8.74e-05,0.591,0.963,0.000107,0.0,0.0781,-6.489,0.0,0.0531,125.03,4.0,0.609,Erika,Erika
Take Care,Drake,0.0267,0.629,0.515,1.22e-05,0.0,0.0888,-10.358,0.0,0.265,121.845,4.0,0.299,Giuliana,Giuliana
Bamboo,DJ Garlik,0.909,0.521,0.047,0.858,9.0,0.0985,-21.405,1.0,0.0464,114.465,3.0,0.146,Laura,Laura
All Along the Watchtower,Jimi Hendrix,0.00282,0.429,0.812,2.44e-05,8.0,0.0882,-6.252,1.0,0.0657,113.279,4.0,0.625,Erika,Erika
You Are My Lucky Star - Outtake,Debbie Reynolds,0.902,0.376,0.0379,0.0,0.0,0.196,-18.137,1.0,0.0408,99.415,4.0,0.182,Laura,Laura
Elite,Deftones,0.000638,0.46,0.992,0.866,5.0,0.321,-3.298,0.0,0.0818,90.877,4.0,0.206,Erika,Andrea
Without You,Mötley Crüe,0.00595,0.524,0.76,5.61e-05,5.0,0.0652,-4.152,1.0,0.0286,117.99,4.0,0.284,Erika,Erika
"What’s The Frequency, Kenneth? - Remastered",R.E.M.,0.141,0.369,0.948,0.253,2.0,0.169,-3.923,1.0,0.0376,94.459,4.0,0.696,Erika,Erika
0 To 100 / The Catch Up,Drake,0.737,0.559,0.716,0.0,11.0,0.252,-3.964,0.0,0.39,176.618,4.0,0.504,Giuliana,Giuliana
Creep - Acoustic,Radiohead,0.557,0.399,0.239,0.000203,7.0,0.121,-17.123,1.0,0.0407,166.419,4.0,0.147,Erika,Laura
Whatta Man,Salt-N-Pepa,0.154,0.757,0.544,6.07e-05,5.0,0.226,-10.722,1.0,0.219,173.208,4.0,0.921,Giuliana,Andrea
Something About Us,Daft Punk,0.44,0.875,0.475,0.72,9.0,0.046,-12.673,0.0,0.0986,99.958,4.0,0.384,Erika,Giuliana
Pour Some Sugar On Me - Remastered 2017,Def Leppard,0.00211,0.267,0.953,0.0,1.0,0.283,-4.899,0.0,0.096,84.989,4.0,0.568,Erika,Erika
Patience,Guns N' Roses,0.723,0.458,0.265,0.000254,6.0,0.192,-14.452,1.0,0.0313,120.411,4.0,0.352,Erika,Laura
Funky Cold Medina,Tone-Loc,0.0755,0.988,0.633,1.88e-06,5.0,0.0668,-15.012,0.0,0.0888,117.493,4.0,0.929,Giuliana,Giuliana
Singin' In the Rain,Gene Kelly,0.87,0.383,0.221,5.21e-05,5.0,0.166,-15.761,1.0,0.0349,135.68,4.0,0.494,Laura,Laura
You Know What They Do to Guys Like Us in Prison,My Chemical Romance,0.00366,0.387,0.913,0.0,8.0,0.136,-3.761,1.0,0.0814,185.957,4.0,0.674,Erika,Erika
2 Legit 2 Quit,MC Hammer,0.0394,0.853,0.884,6.83e-06,1.0,0.0313,-6.771,1.0,0.0836,124.542,4.0,0.668,Giuliana,Giuliana
Final Warning,NLE Choppa,0.0781,0.847,0.912,0.0,11.0,0.142,-3.129,1.0,0.257,81.486,4.0,0.88,Giuliana,Gianluca
Psycho,System Of A Down,0.00162,0.467,0.67,0.0001,7.0,0.195,-4.063,1.0,0.0663,146.223,4.0,0.457,Erika,Erika
imma,mischluft,0.0227,0.754,0.58,0.204,11.0,0.112,-10.869,1.0,0.0774,150.023,4.0,0.353,Andrea,Andrea
Fuel,Metallica,2.3e-05,0.491,0.951,0.00354,1.0,0.0424,-3.775,1.0,0.0465,106.948,4.0,0.555,Erika,Erika
Can I Get A...,JAY-Z,0.0619,0.792,0.694,2.32e-05,8.0,0.25,-8.496,0.0,0.33,177.094,4.0,0.804,Giuliana,Gianluca
Myron,Lil Uzi Vert,0.055,0.771,0.654,0.0,8.0,0.214,-6.976,0.0,0.298,155.047,4.0,0.573,Giuliana,Giuliana
"Never Gonna Stop (The Red, Red Kroovy)",Rob Zombie,6.39e-05,0.617,0.85,2.93e-05,0.0,0.481,-4.543,1.0,0.0325,125.03,4.0,0.589,Erika,Andrea
"Lo Que Pasó, Pasó",Daddy Yankee,0.104,0.819,0.741,0.0,8.0,0.283,-6.538,0.0,0.0412,97.014,4.0,0.84,Gianluca,Gianluca
...And Justice for All (Remastered),Metallica,7.11e-05,0.382,0.793,0.147,4.0,0.0541,-7.342,0.0,0.183,173.583,4.0,0.424,Erika,Erika
Stop Me If You Think You've Heard This One Before - 2011 Remaster,The Smiths,0.0048,0.569,0.856,7.33e-06,0.0,0.0873,-6.668,0.0,0.0281,134.181,4.0,0.66,Erika,Erika
Somebody Someone,Korn,0.000915,0.498,0.714,0.361,8.0,0.101,-7.917,1.0,0.0361,91.289,4.0,0.226,Erika,Erika
New Tank,Playboi Carti,0.031,0.819,0.638,0.000116,10.0,0.152,-4.831,0.0,0.226,150.993,4.0,0.167,Giuliana,Andrea
Cycle of Life,Kaspar,0.00112,0.515,0.905,0.828,8.0,0.144,-8.484,1.0,0.0344,134.985,4.0,0.195,Andrea,Erika
ELEMENT.,Kendrick Lamar,0.204,0.748,0.705,0.0,4.0,0.246,-4.547,0.0,0.485,189.891,4.0,0.483,Giuliana,Gianluca
Carry on Wayward Son,Kansas,0.00283,0.452,0.788,0.000116,7.0,0.441,-5.712,1.0,0.0326,126.739,4.0,0.793,Erika,Erika
Don't Give Up - 2012 Remaster,Peter Gabriel,0.832,0.543,0.257,0.000442,3.0,0.078,-15.568,1.0,0.0528,161.409,3.0,0.363,Erika,Erika
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,0.0389,0.726,0.607,0.0,2.0,0.19,-7.68,1.0,0.0498,81.997,4.0,0.891,Giuliana,Giuliana
This Night Has Opened My Eyes - 2011 Remaster,The Smiths,0.00102,0.696,0.628,0.428,2.0,0.272,-8.407,1.0,0.0274,100.038,4.0,0.701,Erika,Giuliana
Stripped,Depeche Mode,0.218,0.47,0.635,0.214,7.0,0.102,-14.43,1.0,0.0312,180.684,4.0,0.629,Erika,Erika
Immortals,Fall Out Boy,0.00131,0.616,0.868,1.54e-06,2.0,0.671,-3.606,1.0,0.0699,108.016,4.0,0.475,Erika,Andrea
Goodnight My Someone,Barbara Cook,0.878,0.303,0.17,0.0,0.0,0.119,-15.642,1.0,0.0428,97.437,4.0,0.187,Laura,Laura
Married To The Game,Future,0.0799,0.827,0.544,1.97e-06,1.0,0.156,-5.686,1.0,0.05,143.014,4.0,0.175,Giuliana,Giuliana
Otro Atardecer,Bad Bunny,0.59,0.777,0.595,0.00139,2.0,0.0669,-6.79,1.0,0.0375,108.02,4.0,0.546,Gianluca,Andrea
The Ride,Drake,0.517,0.556,0.702,0.0,0.0,0.343,-10.079,0.0,0.205,155.948,4.0,0.793,Giuliana,Giuliana
New Slaves,Kanye West,0.165,0.506,0.59,1.09e-05,1.0,0.096,-4.322,1.0,0.076,141.099,4.0,0.359,Giuliana,Erika
One Kiss (with Dua Lipa),Calvin Harris,0.037,0.791,0.862,2.19e-05,9.0,0.0814,-3.24,0.0,0.11,123.994,4.0,0.592,Andrea,Gianluca
trademark usa,Baby Keem,0.107,0.615,0.6,1.61e-06,10.0,0.283,-5.62,1.0,0.27,130.027,4.0,0.0661,Giuliana,Giuliana
Bulls On Parade,Rage Against The Machine,0.0124,0.412,0.919,0.0601,5.0,0.424,-7.291,1.0,0.184,166.367,4.0,0.572,Erika,Erika
Eventually,Tame Impala,0.0158,0.424,0.615,0.000389,9.0,0.0844,-6.217,0.0,0.0325,77.935,4.0,0.155,Erika,Erika
"For a Pessimist, I'm Pretty Optimistic",Paramore,0.00017,0.537,0.927,6.78e-06,6.0,0.115,-3.322,1.0,0.0476,102.445,4.0,0.379,Erika,Erika
ATWA,System Of A Down,0.00378,0.376,0.787,0.0,5.0,0.548,-4.731,0.0,0.0394,87.102,4.0,0.371,Erika,Erika
m y . l i f e (with 21 Savage & Morray),J. Cole,0.0622,0.597,0.587,0.0,7.0,0.214,-7.026,0.0,0.137,140.021,4.0,0.0753,Giuliana,Giuliana
Eyeless,Slipknot,0.000463,0.293,0.997,3.95e-05,4.0,0.415,-4.364,0.0,0.217,100.348,4.0,0.13,Erika,Erika
10 Bands,Drake,0.265,0.825,0.756,2.15e-06,11.0,0.0762,-3.687,0.0,0.383,172.938,4.0,0.888,Giuliana,Gianluca
