Track,Artist,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Tag
Heroes - 1999 Remaster,David Bowie,0.000265,0.478,0.774,0.585,7,0.191,-6.977,1,0.0292,112.577,4,0.429,Erika
KAWAII,Polimá Westcoast,0.152,0.906,0.807,4.39e-05,7,0.109,-3.963,1,0.0904,97.009,4,0.681,Gianluca
Who Wants To Live Forever - Remastered 2011,Queen,0.591,0.0986,0.367,0.00113,4,0.114,-8.96,0,0.035,68.131,4,0.0386,Erika
Hey Baby (Drop It To The Floor) - HYPERTECHNO,Fyex,0.0102,0.77,0.772,0.000528,8,0.1,-5.964,1,0.103,146.063,4,0.343,Andrea
WAIT FOR U (feat. Drake & Tems),Future,0.314,0.463,0.642,0.0,1,0.0686,-4.474,1,0.34,83.389,4,0.339,Giuliana
Dark Necessities,Red Hot Chili Peppers,0.0722,0.7,0.742,0.0199,5,0.11,-6.777,0,0.0716,91.959,4,0.197,Erika
Lass uns Keta ballern (Pferd),Tic Tekk Toe,0.0954,0.783,0.638,0.506,11,0.458,-7.536,0,0.232,89.967,4,0.787,Andrea
TQG,KAROL G,0.666,0.839,0.65,0.0,4,0.126,-3.38,0,0.212,90.015,4,0.7,Gianluca
HP,Maluma,0.252,0.837,0.791,1.14e-06,4,0.188,-3.157,0,0.0773,91.98,4,0.618,Gianluca
REMIX EXCLUSIVO,Feid,0.0358,0.651,0.557,0.0,5,0.154,-5.466,0,0.204,87.063,4,0.711,Gianluca
WHERE SHE GOES,Bad Bunny,0.143,0.652,0.8,0.629,9,0.112,-4.019,0,0.0614,143.978,4,0.234,Gianluca
Relación - Remix,Sech,0.0337,0.793,0.771,1.51e-06,5,0.284,-3.417,1,0.0959,171.943,4,0.835,Gianluca
Piazzolla: Libertango,Alison Balsom,0.927,0.367,0.316,0.779,9,0.113,-14.49,0,0.0429,149.089,4,0.242,Laura
Holanda,Jhayco,0.277,0.831,0.759,0.0,1,0.125,-3.627,0,0.0502,107.961,4,0.244,Gianluca
Came from Nothing (Remix),Rutty The Goodfella,0.00025,0.682,0.7,0.0,11,0.149,-6.349,1,0.172,81.5,4,0.588,Giuliana
Te Busco,Cosculluela,0.199,0.68,0.756,0.0,1,0.0947,-5.149,0,0.135,178.052,4,0.753,Gianluca
Marianela (Que Pasa),HUGEL,0.033,0.828,0.893,0.00535,1,0.0811,-3.344,1,0.0496,124.043,4,0.602,Gianluca
Malo,Anuel AA,0.0433,0.765,0.634,2.34e-05,8,0.139,-5.416,1,0.228,166.01,4,0.42,Gianluca
He Got Game,Public Enemy,0.0731,0.825,0.639,0.0225,4,0.0612,-6.607,1,0.185,97.389,4,0.866,Giuliana
Major Distribution,Drake,0.0127,0.908,0.546,0.0,8,0.0707,-10.491,0,0.323,131.016,4,0.225,Giuliana
Mírate Bien,Ryan Castro,0.0174,0.798,0.624,0.000107,8,0.113,-6.414,0,0.207,178.055,4,0.655,Gianluca
OKI DOKI,KAROL G,0.204,0.835,0.753,0.000186,2,0.384,-4.167,0,0.0521,105.982,4,0.583,Gianluca
One Of Two Ways,Lyente,0.127,0.71,0.891,0.0,8,0.152,-7.521,0,0.106,135.961,4,0.261,Andrea
Pachamama,Ramiro Lopez,0.00044,0.798,0.852,0.878,1,0.102,-7.669,1,0.0566,124.995,4,0.22,Andrea
"Cello Concerto No. 1, Op. 107: 1. Allegretto",Dmitri Shostakovich,0.963,0.463,0.162,0.825,7,0.0943,-24.484,0,0.045,125.514,4,0.374,Laura
Que Va,Alex Sensation,0.148,0.766,0.827,0.0,0,0.0518,-3.332,1,0.0538,91.03,4,0.831,Gianluca
Help! - Remastered 2009,The Beatles,0.188,0.534,0.725,0.0,6,0.0994,-7.576,0,0.0332,95.003,4,0.763,Erika
24 (feat. Lil Baby),Money Man,0.146,0.868,0.638,0.0565,2,0.0931,-7.746,1,0.0736,126.03,4,0.459,Giuliana
Sin Pijama,Becky G,0.354,0.791,0.745,2.93e-05,11,0.104,-3.695,0,0.0464,94.014,4,0.82,Gianluca
Ain't No Mountain High Enough,Marvin Gaye,0.43,0.663,0.6,0.0,7,0.184,-10.87,1,0.032,129.991,4,0.8,Erika
Sonata Sopr'll Soggetto Reale: Allegro (Bach),Johann Sebastian Bach,0.745,0.455,0.211,0.0,11,0.0933,-18.818,0,0.0354,94.681,4,0.513,Laura
What's Up?,4 Non Blondes,0.156,0.566,0.57,0.0,11,0.118,-9.875,0,0.0285,134.537,4,0.491,Erika
You Know How We Do It,Ice Cube,0.0977,0.747,0.52,0.0537,10,0.142,-10.523,0,0.0357,92.869,4,0.601,Giuliana
A Kind Of Magic - Remastered 2011,Queen,0.0184,0.67,0.776,0.00294,9,0.128,-5.874,1,0.0356,130.128,4,0.703,Erika
Marisola - Remix,Cris Mj,0.173,0.765,0.872,5.65e-06,1,0.0749,-5.863,1,0.0498,94.999,4,0.722,Gianluca
Tina,Vintage Culture,0.00272,0.746,0.91,0.262,5,0.364,-8.807,0,0.0584,128.007,4,0.286,Andrea
Privileged Rappers,Drake,0.00274,0.934,0.614,0.0,5,0.123,-7.384,1,0.198,144.045,4,0.616,Giuliana
"MALA (feat. Lazza, Tony Effe, JVLI)",Fred De Palma,0.255,0.594,0.893,0.0,6,0.216,-2.619,0,0.164,176.238,4,0.555,Giuliana
Walk On,U2,0.00379,0.528,0.832,0.00042,2,0.153,-6.461,1,0.0265,100.158,4,0.633,Erika
GATÚBELA,KAROL G,0.263,0.627,0.858,0.0,11,0.21,-2.824,0,0.386,92.523,4,0.342,Gianluca
Hopelessly Devoted To You,Olivia Newton-John,0.313,0.574,0.514,0.00362,11,0.274,-8.02,0,0.028,111.005,3,0.352,Laura
EN LA RAYA,Caleb Calloway,0.121,0.602,0.595,0.00112,10,0.111,-5.679,0,0.0702,125.073,4,0.538,Gianluca
Cavalleria rusticana: Intermezzo,Pietro Mascagni,0.874,0.0807,0.0644,0.895,5,0.212,-25.724,1,0.0491,173.113,5,0.0345,Laura
Reflection,Charlotte de Witte,0.0014,0.783,0.716,0.751,8,0.119,-7.445,1,0.0528,133.997,4,0.297,Andrea
Waiting,Green Day,0.0219,0.557,0.834,0.0,8,0.329,-4.371,1,0.0335,137.69,4,0.659,Erika
Under Pressure - Remastered 2011,Queen,0.429,0.671,0.712,0.0,2,0.103,-7.815,1,0.0476,113.805,4,0.462,Erika
"Protect Ya Neck (feat. RZA, Method Man, Inspectah Deck, Raekwon, U-God, Ol' Dirty Bastard, Ghostface Killah & GZA)",Wu-Tang Clan,0.0318,0.817,0.552,7.01e-06,8,0.826,-10.8,0,0.385,102.011,4,0.808,Giuliana
Nothing Else Matters,Metallica,0.0458,0.553,0.362,6.01e-06,4,0.075,-11.218,0,0.0263,142.352,3,0.158,Erika
Saturday Night’s Alright (For Fighting) - Remastered 2014,Elton John,0.0195,0.513,0.979,0.0951,0,0.0906,-6.362,1,0.0425,152.875,4,0.94,Erika
Back on the Chain Gang - 2007 Remaster,Pretenders,0.116,0.598,0.901,0.0401,2,0.178,-6.081,1,0.0359,153.24,4,0.814,Erika
Una Lady Como Tú,Manuel Turizo,0.549,0.788,0.477,0.0,4,0.349,-7.348,1,0.0434,94.983,4,0.86,Gianluca
DARK BROTHERHOOD (feat. Lil Baby),Trippie Redd,0.0687,0.681,0.801,0.0,7,0.768,-2.515,0,0.179,148.936,4,0.371,Giuliana
My Favorite Things,Julie Andrews,0.844,0.525,0.264,0.0,1,0.183,-11.84,1,0.0923,76.29,3,0.648,Laura
Solita,Ozuna,0.0564,0.807,0.633,0.0,10,0.107,-6.016,0,0.0929,138.038,4,0.325,Gianluca
Subelo (Further Up),Static & Ben El,0.0447,0.836,0.831,0.0,6,0.299,-2.491,1,0.205,100.052,4,0.821,Gianluca
American Pie,Don McLean,0.699,0.531,0.481,0.0,4,0.0842,-11.709,0,0.06,138.45,4,0.491,Erika
All The Small Things,blink-182,0.0122,0.439,0.891,0.0,0,0.547,-4.764,1,0.057,148.599,4,0.695,Erika
No Te Enamores,Paloma Mami,0.587,0.806,0.735,0.00889,7,0.0812,-4.459,0,0.0425,100.101,4,0.353,Gianluca
"Goldberg-Variationen, BWV 988: I. Aria",Johann Sebastian Bach,0.995,0.397,0.0185,0.917,7,0.0828,-32.417,1,0.0483,128.58,3,0.256,Laura
Loco Contigo (with J. Balvin & Tyga),DJ Snake,0.285,0.822,0.743,2.31e-06,6,0.102,-3.04,0,0.0567,96.025,4,0.355,Gianluca
It's That Time,Marlon Hoffstadt,5.75e-05,0.724,0.965,0.859,0,0.705,-6.195,1,0.0497,147.023,4,0.753,Andrea
Dopamin,Kalte Liebe,0.000195,0.623,0.736,0.93,4,0.125,-10.078,0,0.0346,139.985,4,0.481,Andrea
Gato de Noche,Ñengo Flow,0.169,0.892,0.662,1.24e-06,8,0.363,-3.894,1,0.162,93.976,4,0.607,Gianluca
In Silence,Amelie Lens,0.00548,0.736,0.845,0.901,1,0.111,-12.017,1,0.0377,128.009,4,0.198,Andrea
Soltera,Lunay,0.445,0.779,0.731,0.0,5,0.252,-4.324,1,0.0399,91.991,4,0.847,Gianluca
Make it Bounce,RawInked,0.165,0.762,0.461,0.000748,1,0.307,-14.357,1,0.0684,94.988,4,0.24,Giuliana
Rock and Roll - Remaster,Led Zeppelin,0.00091,0.317,0.879,0.00142,9,0.0972,-7.533,1,0.0406,169.534,4,0.849,Erika
บางสิ่ง (ปนัดดา),Panadda Ruangwut,0.911,0.232,0.281,0.00678,0,0.15,-12.937,1,0.0328,73.528,4,0.217,Laura
Falsità & cortesia,Salmo,0.199,0.35,0.925,0.0,9,0.205,-4.56,0,0.389,75.446,3,0.478,Giuliana
Original Prankster,The Offspring,0.000542,0.664,0.877,2.95e-05,2,0.284,-4.251,1,0.0334,146.804,4,0.961,Erika
I Don't Lie.,Big Sim,0.043,0.619,0.682,0.0,6,0.101,-7.772,0,0.0517,139.96,4,0.319,Giuliana
Yo Voy (feat. Daddy Yankee),Zion & Lennox,0.041,0.808,0.697,0.0,10,0.0546,-5.899,1,0.241,95.06,4,0.554,Gianluca
In My Mind - Remix,MoshTekk,0.000538,0.75,0.904,0.805,5,0.0701,-5.746,1,0.0746,168.066,4,0.364,Andrea
X Gon' Give It to Ya - Re-Recorded,DMX,0.117,0.604,0.893,0.0,6,0.178,-3.396,1,0.201,190.205,4,0.54,Giuliana
E.I.,Nelly,0.0732,0.834,0.481,0.0,2,0.0934,-7.824,0,0.188,89.849,4,0.406,Giuliana
Wherever You Will Go,The Calling,0.0367,0.558,0.719,0.0,2,0.115,-5.113,1,0.0267,112.027,4,0.371,Erika
CUANDO BAJE EL SOL,Rauw Alejandro,0.327,0.794,0.756,0.0,9,0.334,-2.4,1,0.0641,99.977,4,0.568,Gianluca
Awake,Godsmack,1.74e-05,0.395,0.756,0.00665,7,0.319,-4.12,1,0.0544,112.092,4,0.475,Erika
Provence,Bernward Koch,0.982,0.275,0.0459,0.964,3,0.109,-19.247,1,0.0391,67.048,4,0.039,Laura
Gangsta's Paradise,Danimal,0.000107,0.493,0.874,0.622,0,0.343,-7.388,1,0.0439,145.017,4,0.53,Andrea
How We Do,The Game,0.0455,0.862,0.648,0.0,4,0.0332,-7.401,0,0.251,98.012,4,0.637,Giuliana
Break My Heart,Rod Wave,0.00792,0.722,0.483,0.0,1,0.0977,-8.458,1,0.0455,85.007,4,0.355,Giuliana
Lovefool,The Cardigans,0.0344,0.704,0.636,0.0,9,0.35,-6.029,1,0.0252,111.845,4,0.89,Erika
Your Bad Company,Nico Moreno,0.00395,0.655,0.992,0.854,2,0.243,-7.438,1,0.0726,154.983,4,0.217,Andrea
Perc,Kinimg,0.0142,0.873,0.527,0.0,4,0.0926,-9.729,0,0.25,115.977,4,0.155,Giuliana
Conga,Quinten Circle,0.00106,0.912,0.705,1.25e-05,11,0.199,-5.423,0,0.0796,124.967,4,0.638,Andrea
On the Street Where You Live,John Michael King,0.941,0.339,0.305,3.33e-05,0,0.185,-10.049,1,0.0307,76.962,4,0.357,Laura
Prelude and The Sound Of Music,Irwin Kostal,0.814,0.256,0.223,0.0,5,0.366,-14.997,1,0.0401,140.621,4,0.147,Laura
Hemorrhage (In My Hands),Fuel,0.000144,0.301,0.823,0.000309,1,0.0833,-4.072,1,0.0433,152.017,4,0.372,Erika
In My Mind (Techno),FUTURAMI,0.0291,0.76,0.682,0.0051,6,0.524,-6.002,1,0.0727,145.037,4,0.384,Andrea
Divino,Romy Low,0.0829,0.623,0.676,0.0,7,0.111,-4.655,1,0.16,169.962,4,0.48,Gianluca
Melodies of the Upper Worlds (Arr. M. Ayrapetyan for Piano): XIII. To Proclaim in the Morning About Your Mercy,Baal HaSulam,0.993,0.416,0.00661,0.922,9,0.0626,-32.409,0,0.042,129.077,3,0.198,Laura
Bathwater,No Doubt,0.412,0.624,0.732,0.0,4,0.33,-4.931,0,0.0543,145.929,4,0.619,Erika
Cooped Up (with Roddy Ricch),Post Malone,0.038,0.669,0.773,0.0,0,0.113,-5.619,1,0.153,93.923,4,0.377,Giuliana
One More Light,Linkin Park,0.904,0.593,0.2,0.0,8,0.0897,-11.063,1,0.0311,83.966,4,0.17,Erika
Labios Mordidos (with KAROL G),Kali Uchis,0.287,0.715,0.886,0.000165,0,0.329,-4.446,1,0.0421,90.005,4,0.748,Gianluca
Are You Gonna Be My Girl,Jet,0.00148,0.613,0.953,0.000582,2,0.152,-3.435,1,0.0855,105.046,4,0.537,Erika
Nail Tech,Jack Harlow,0.00508,0.677,0.557,8.36e-06,1,0.0984,-8.409,1,0.0694,150.127,4,0.1,Giuliana
Aura,Hamez,0.211,0.613,0.527,1.36e-05,1,0.0632,-12.564,1,0.266,77.996,4,0.561,Giuliana
Blowin' in the Wind,Bob Dylan,0.914,0.38,0.0993,2.32e-05,2,0.0605,-20.567,1,0.0509,174.874,4,0.44,Erika
BABY HELLO,Rauw Alejandro,0.166,0.773,0.892,3.1e-06,1,0.429,-3.732,0,0.0483,130.007,4,0.842,Gianluca
CHORRITO PA LAS ANIMAS,Feid,0.114,0.743,0.831,6.43e-05,8,0.35,-4.042,0,0.0584,95.975,4,0.609,Gianluca
Area Codes,Ludacris,0.399,0.86,0.688,0.0,9,0.67,-7.203,0,0.434,100.934,4,0.622,Giuliana
“Loneliness of Evening”,Santino Fontana,0.902,0.316,0.388,0.00042,3,0.292,-6.125,1,0.0346,87.638,4,0.262,Laura
TOO HOT,Sickmode,0.204,0.692,0.966,0.00387,0,0.205,-1.174,1,0.103,160.039,4,0.466,Andrea
Uncontrolled,Slam,3.8e-06,0.504,0.966,0.869,11,0.726,-8.469,0,0.0369,138.011,4,0.833,Andrea
State Of Euphoria,Laidback Luke,0.0782,0.67,0.895,0.777,6,0.141,-6.295,1,0.0923,127.072,4,0.491,Andrea
How You Remind Me,Nickelback,0.00135,0.446,0.764,0.0,10,0.099,-5.042,1,0.033,172.094,4,0.543,Erika
Perfect Day,Lou Reed,0.744,0.4,0.267,0.00734,10,0.103,-12.488,1,0.0323,144.799,3,0.0872,Erika
Escápate Conmigo (feat. Ozuna),Wisin,0.0256,0.744,0.859,6.27e-05,11,0.0881,-3.166,1,0.0795,91.977,4,0.787,Gianluca
Corazon De Seda (feat. Ozuna),Klasico,0.0759,0.841,0.694,0.0,7,0.102,-5.114,0,0.0937,90.034,4,0.83,Gianluca
The Music of the Night (with IL DIVO) - Live in Concert,Barbra Streisand,0.924,0.241,0.447,0.00164,0,0.967,-7.497,1,0.0435,113.498,3,0.112,Laura
Lobo,Noyz Narcos,0.05,0.565,0.768,0.0,6,0.0805,-8.527,0,0.408,56.69,5,0.464,Giuliana
Vete,Bad Bunny,0.0363,0.886,0.672,8.78e-06,1,0.101,-4.394,1,0.188,91.976,4,0.526,Gianluca
Guess Who's Back,Rakim,0.0153,0.796,0.798,0.0,6,0.106,-7.456,0,0.262,94.016,4,0.692,Giuliana
The Sound of Music,Charmian Carr,0.954,0.253,0.0726,7.33e-05,5,0.102,-19.837,1,0.0369,87.438,4,0.158,Laura
Rythm Is A Dancer (Hypertechno),Way 2 Fast,0.0223,0.762,0.894,0.257,7,0.152,-6.981,1,0.101,149.969,4,0.553,Andrea
Next Level - Nyte Time Mix,Showbiz & A.G.,0.000671,0.87,0.498,0.000389,11,0.0551,-12.095,0,0.29,92.887,4,0.489,Giuliana
One More Chance / Stay with Me - Remix; 2007 Remaster,The Notorious B.I.G.,0.149,0.725,0.68,0.0,0,0.127,-6.037,1,0.224,90.964,4,0.695,Giuliana
Benedetta (feat. Izi),Vaz Tè,0.04,0.656,0.731,1.17e-06,2,0.196,-7.37,0,0.0413,114.933,4,0.356,Giuliana
I AM TECHNO,TNT,0.0232,0.627,0.992,0.691,8,0.143,-4.833,1,0.156,154.993,4,0.0535,Andrea
Le Temps Des Cathédrales (with Vincent Nicolo),Riccardo Cocciante,0.716,0.282,0.552,9.09e-06,0,0.12,-5.576,0,0.0325,78.548,3,0.216,Laura
Again,Lenny Kravitz,0.0148,0.55,0.804,4.33e-05,2,0.105,-5.218,1,0.0271,79.166,4,0.789,Erika
Bohemian Rhapsody - Remastered 2011,Queen,0.271,0.414,0.404,0.0,0,0.3,-9.928,0,0.0499,71.105,4,0.224,Erika
Homicide (feat. Eminem),Logic,0.137,0.694,0.759,0.0,10,0.167,-5.667,0,0.398,140.055,4,0.77,Giuliana
Surround Sound (feat. 21 Savage & Baby Tate),JID,0.173,0.575,0.56,0.0,5,0.257,-7.302,1,0.478,75.956,4,0.471,Giuliana
"Elgar: Cello Concerto in E Minor, Op. 85: I. Adagio - Moderato",Edward Elgar,0.944,0.148,0.0722,0.148,4,0.115,-25.217,0,0.0427,87.882,4,0.0467,Laura
Scooteroni,Marracash,0.328,0.725,0.76,0.0,4,0.36,-4.637,0,0.21,115.005,4,0.449,Giuliana
Donde Estan Las Gatas (feat. Nicky Jam),Daddy Yankee,0.194,0.836,0.961,0.0,7,0.074,-2.679,0,0.0635,109.957,4,0.76,Gianluca
Street Dreams,Nas,0.21,0.752,0.611,0.0,11,0.778,-8.681,0,0.315,90.993,4,0.746,Giuliana
Film Senza Volume,Marracash,0.0373,0.683,0.696,1.57e-06,7,0.191,-6.575,0,0.118,129.748,4,0.212,Giuliana
"St. Matthew Passion, BWV 244 / Part Two: ""Erbarme dich""",Johann Sebastian Bach,0.935,0.24,0.0648,0.0272,4,0.258,-25.208,0,0.0426,95.286,3,0.0771,Laura
Oh Love,Green Day,0.00605,0.427,0.773,4.02e-06,8,0.0396,-4.222,1,0.115,171.806,4,0.695,Erika
When I Come Around,Green Day,0.0175,0.531,0.909,0.0,11,0.231,-4.236,1,0.034,97.546,4,0.814,Erika
"Cello Sonata in F Major, Op.6: II. Andante ma non troppo",Richard Strauss,0.992,0.108,0.0277,0.805,10,0.0841,-25.846,1,0.0522,170.612,3,0.0369,Laura
MDMA - DNB Remix,Kage DJ,0.218,0.719,0.884,0.721,7,0.0685,-5.964,1,0.181,174.942,4,0.287,Andrea
Ketamine,The Third Wave,0.0158,0.573,0.992,0.607,7,0.18,-5.514,1,0.0584,135.981,4,0.193,Andrea
Tiny Dancer,Elton John,0.382,0.414,0.428,0.000243,0,0.148,-11.097,1,0.0278,145.075,4,0.282,Erika
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,0.114,0.823,0.586,0.0,6,0.193,-6.606,0,0.2,125.971,4,0.347,Giuliana
Casper,Takeoff,0.525,0.921,0.607,1.12e-06,1,0.123,-7.397,1,0.209,140.071,4,0.753,Giuliana
“Stepsister’s Lament”,Ann Harada,0.761,0.556,0.597,3.63e-06,0,0.33,-6.45,1,0.193,204.445,4,0.887,Laura
"4 Postludes for Piano & String Orchestra: No. 3. Larghetto, con moto (poco rubato)",Valentin Silvestrov,0.928,0.0673,0.00255,0.914,7,0.0937,-39.399,1,0.0532,73.993,5,0.0317,Laura
Dakota,Stereophonics,0.129,0.506,0.93,0.00682,4,0.0931,-3.499,1,0.0675,146.994,4,0.305,Erika
SKYWALKER,AirRenzo,0.00132,0.576,0.405,0.00833,1,0.0985,-12.773,0,0.033,124.06,4,0.222,Giuliana
What You Know Bout Love,Pop Smoke,0.65,0.709,0.548,1.59e-06,10,0.133,-8.493,1,0.353,83.995,4,0.543,Giuliana
Give You What You Want,Lil Tjay,0.222,0.691,0.656,0.00111,10,0.153,-5.673,0,0.0679,89.467,4,0.393,Giuliana
25 ore RMX (feat. Ernia & Shablo),Guè,0.0166,0.844,0.76,0.000125,0,0.14,-3.72,0,0.131,144.955,4,0.883,Giuliana
Crazy Little Thing Called Love - Remastered 2011,Queen,0.713,0.599,0.761,4.74e-06,0,0.349,-6.887,1,0.0421,77.015,4,0.712,Erika
MIDDLE CHILD,J. Cole,0.149,0.837,0.364,0.0,8,0.271,-11.713,1,0.276,123.984,4,0.463,Giuliana
FAN,Offset,0.271,0.676,0.844,0.0,5,0.0994,-4.831,0,0.407,163.992,4,0.424,Giuliana
Mic Interlude,E epillz henderson,0.438,0.639,0.543,0.0,1,0.356,-6.659,1,0.69,82.007,4,0.52,Giuliana
Coffee No Cosby,The Black Buddhist,0.257,0.573,0.557,2.69e-06,1,0.139,-8.323,1,0.17,173.964,4,0.206,Giuliana
Like An Old Dog - Enrico Sangiuliano Remix,Röyksopp,0.0426,0.676,0.922,0.836,5,0.108,-7.835,1,0.0507,129.999,4,0.122,Andrea
Hasta Que Dios Diga,Anuel AA,0.464,0.691,0.765,3.29e-06,8,0.203,-4.727,1,0.111,174.021,4,0.855,Gianluca
These Days,Powderfinger,0.0398,0.15,0.454,0.0186,9,0.158,-7.635,1,0.0343,83.746,4,0.105,Erika
We Got The Beat - 2011 Remaster,The Go-Go's,0.195,0.595,0.996,0.0345,2,0.0351,-3.418,1,0.0599,152.049,4,0.376,Erika
The Sound of Silence - Acoustic Version,Simon & Garfunkel,0.837,0.525,0.216,0.0,6,0.107,-13.551,1,0.0301,106.761,4,0.328,Erika
All The Things She Said - Teaboy Flip,TEABOY,0.199,0.65,0.566,0.53,11,0.477,-9.838,0,0.303,151.107,4,0.377,Andrea
Don't Tell Anybody,Steve Modana,0.114,0.505,0.908,0.0679,10,0.285,-4.174,1,0.0578,165.011,4,0.195,Andrea
Red Morning Light,Kings of Leon,0.0792,0.528,0.797,0.0,9,0.327,-5.387,1,0.044,160.848,4,0.877,Erika
Whatever - Remastered,Oasis,0.0428,0.247,0.902,0.0152,7,0.309,-2.478,1,0.0394,91.432,4,0.313,Erika
SUBEME LA RADIO,Enrique Iglesias,0.0642,0.688,0.822,0.0,0,0.241,-3.304,1,0.0537,91.011,4,0.66,Gianluca
Wish You Were Here - 2011 Remaster,Pink Floyd,0.728,0.5,0.185,0.000746,7,0.273,-20.242,1,0.0535,121.002,4,0.293,Erika
Purple Widow (999999999 Remix),999999999,0.00064,0.463,0.977,0.869,11,0.694,-8.067,0,0.0557,150.008,4,0.483,Andrea
Maps,Yeah Yeah Yeahs,0.000346,0.502,0.941,0.319,7,0.553,-5.194,1,0.0716,119.783,4,0.124,Erika
Rebel Rebel - 2016 Remaster,David Bowie,0.209,0.635,0.686,0.0176,9,0.282,-15.648,1,0.053,125.988,4,0.464,Erika
Quiet Storm,Mobb Deep,0.366,0.79,0.728,0.0,2,0.112,-9.221,1,0.391,96.978,4,0.403,Giuliana
Corazón Roto pt. 3,Brray,0.374,0.852,0.76,3.2e-06,1,0.102,-5.34,0,0.0453,92.983,4,0.806,Gianluca
Beat the Odds,Lil Tjay,0.054,0.498,0.625,0.0,8,0.175,-7.452,0,0.342,84.821,4,0.478,Giuliana
Blood Brothers,Papa Roach,0.000277,0.475,0.958,2.2e-06,2,0.432,-3.322,0,0.0581,169.16,4,0.624,Erika
Prisma (Acoustic),Dardust,0.765,0.196,0.267,0.914,4,0.0944,-15.938,0,0.0322,80.037,4,0.136,Laura
Ella Quiere Beber - Remix,Anuel AA,0.265,0.75,0.665,0.0,8,0.0515,-3.083,1,0.124,95.239,4,0.697,Gianluca
QLONA,KAROL G,0.525,0.842,0.756,2.21e-06,7,0.0871,-7.409,0,0.338,169.925,4,0.421,Gianluca
Adentro de la Disco (feat. Myke Towers),Darell,0.501,0.852,0.902,1.21e-06,0,0.0953,-3.967,1,0.215,96.026,4,0.476,Gianluca
Welcome To The Party,Pop Smoke,0.0134,0.637,0.723,7.87e-05,2,0.196,-5.547,1,0.091,143.013,4,0.228,Giuliana
Music Evolution,Buckshot LeFonque,0.0811,0.841,0.535,0.0035,10,0.112,-12.194,0,0.365,93.434,4,0.686,Giuliana
Tatakai,Charlie Sparks (UK),0.000259,0.666,0.966,0.884,11,0.141,-8.334,1,0.0461,144.967,4,0.387,Andrea
Talk,Yeat,0.0845,0.698,0.763,0.0,4,0.54,-4.718,0,0.229,139.998,4,0.256,Giuliana
There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,0.04,0.523,0.769,0.0,4,0.136,-5.855,1,0.0269,136.162,4,0.876,Erika
Bulletproof Antichrist,D|K|OXY,0.0013,0.639,0.856,0.347,2,0.159,-6.163,1,0.175,159.982,4,0.0326,Andrea
Paper Machete,Queens of the Stone Age,0.00389,0.439,0.919,0.437,1,0.12,-4.561,0,0.0649,132.301,4,0.55,Erika
Piano Concerto in One Movement: Adagio cantabile,Florence Beatrice Price,0.984,0.154,0.029,0.89,2,0.129,-26.927,1,0.0374,78.51,5,0.0376,Laura
Visstick Gooi Die Kanker Kick,Natte Visstick,0.00255,0.748,0.723,0.612,3,0.077,-4.469,0,0.0569,145.03,4,0.457,Andrea
Toy a Mil,Nicky Jam,0.109,0.823,0.845,0.0,0,0.116,-2.547,1,0.0559,110.033,4,0.395,Gianluca
I Have Confidence,Julie Andrews,0.797,0.536,0.266,0.0,7,0.548,-12.461,1,0.0698,72.57,3,0.432,Laura
Opp Stoppa (feat. 21 Savage),YBN Nahmir,0.00734,0.829,0.343,0.0,2,0.179,-4.937,0,0.102,78.035,4,0.312,Giuliana
One Way Or Another,Blondie,0.00402,0.445,0.872,0.00909,6,0.047,-6.294,0,0.0602,162.407,4,0.834,Erika
Real Muthaphuckkin G's,Eazy-E,0.0174,0.735,0.797,0.0,11,0.62,-4.611,0,0.285,170.444,4,0.731,Giuliana
9 Lives (feat. Polo G & NLE Choppa),DDG,0.0957,0.577,0.533,0.0,5,0.127,-8.871,0,0.501,160.088,4,0.799,Giuliana
MDMA,Reinier Zonneveld,0.000394,0.614,0.901,0.776,2,0.104,-5.965,1,0.0504,141.497,4,0.8,Andrea
Mother And Son,Ann Margret,0.23,0.223,0.575,0.000157,7,0.535,-6.84,1,0.0329,77.809,4,0.193,Laura
Ameno,GYMBRO,0.0692,0.688,0.854,0.0845,1,0.257,-11.455,0,0.102,139.943,4,0.0373,Andrea
Rhythm Of The Night - Techno,Sonny Wern,0.00239,0.622,0.954,0.82,1,0.241,-4.401,0,0.039,150.061,4,0.504,Andrea
SUMMER TIME SADNESS HARDSTYLE,SICK LEGEND,0.0888,0.49,0.824,1.48e-05,1,0.363,-6.326,0,0.158,166.837,4,0.32,Andrea
"12 Pieces for Children: No. 6, My Darling and Marjan (Variation)",Komitas,0.992,0.559,0.00981,0.92,4,0.0625,-37.217,1,0.077,125.489,3,0.0764,Laura
Suavemente - Edm,Elvis Crespo,0.0408,0.862,0.726,0.0059,7,0.209,-7.192,1,0.071,123.938,4,0.284,Gianluca
This Is The Last Time,Keane,0.0018,0.522,0.827,6.8e-06,7,0.0818,-4.145,1,0.0283,131.691,4,0.335,Erika
Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,0.0187,0.905,0.647,0.0,10,0.282,-5.065,0,0.107,130.97,4,0.367,Giuliana
Una Locura,Ozuna,0.139,0.714,0.761,0.00035,5,0.241,-4.596,0,0.0427,168.022,4,0.906,Gianluca
